1583247901,0,camera1
1583248206,0,camera1
1583248505,0,camera1
1583248806,0,camera1
1583249106,0,camera1
1583249406,0,camera1
1583249706,0,camera1
1583250006,0,camera1
1583250306,0,camera1
1583250605,0,camera1
1583250906,0,camera1
1583251206,0,camera1
1583251506,0,camera1
1583251806,0,camera1
1583252105,0,camera1
1583252406,0,camera1
1583252706,1,camera1
1583253006,0,camera1
1583253306,1,camera1
1583253606,1,camera1
1583253906,0,camera1
1583254206,0,camera1
1583254506,0,camera1
1583254806,0,camera1
1583255106,0,camera1
1583255406,0,camera1
1583255705,0,camera1
1583256006,0,camera1
1583256306,0,camera1
1583256606,0,camera1
1583256906,0,camera1
1583257206,0,camera1
1583257506,0,camera1
1583257806,0,camera1
1583258106,0,camera1
1583305506,0,camera1
1583305806,0,camera1
1583306106,0,camera1
1583306406,0,camera1
1583306706,0,camera1
1583307006,0,camera1
1583307306,0,camera1
1583307606,0,camera1
1583307905,0,camera1
1583308206,0,camera1
1583308506,0,camera1
1583308806,0,camera1
1583309106,0,camera1
1583309406,0,camera1
1583309706,0,camera1
1583310006,0,camera1
1583310306,0,camera1
1583310606,0,camera1
1583310906,0,camera1
1583311206,0,camera1
1583311506,0,camera1
1583311806,0,camera1
1583312105,0,camera1
1583312417,0,camera1
1583312706,0,camera1
1583313006,0,camera1
1583313305,0,camera1
1583313606,0,camera1
1583313906,0,camera1
1583314206,0,camera1
1583314506,0,camera1
1583314806,0,camera1
1583315106,0,camera1
1583315406,0,camera1
1583315706,0,camera1
1583316006,0,camera1
1583316306,0,camera1
1583316606,0,camera1
1583316905,0,camera1
1583317206,0,camera1
1583317506,0,camera1
1583317806,0,camera1
1583318106,0,camera1
1583318406,0,camera1
1583318706,0,camera1
1583319006,0,camera1
1583319306,0,camera1
1583319606,0,camera1
1583319906,0,camera1
1583320206,0,camera1
1583320506,0,camera1
1583320806,0,camera1
1583321106,0,camera1
1583321405,0,camera1
1583321705,0,camera1
1583322006,0,camera1
1583322306,0,camera1
1583322606,0,camera1
1583322906,0,camera1
1583323206,0,camera1
1583323506,0,camera1
1583323804,0,camera1
1583324106,0,camera1
1583324405,0,camera1
1583324706,0,camera1
1583325006,0,camera1
1583325306,0,camera1
1583325606,0,camera1
1583325905,0,camera1
1583326206,0,camera1
1583326506,0,camera1
1583326806,0,camera1
1583327106,0,camera1
1583327405,0,camera1
1583327706,0,camera1
1583328005,0,camera1
1583328305,0,camera1
1583328606,0,camera1
1583328906,0,camera1
1583329206,0,camera1
1583329506,0,camera1
1583329805,0,camera1
1583330106,0,camera1
1583330406,0,camera1
1583330706,0,camera1
1583331005,0,camera1
1583331306,0,camera1
1583331606,0,camera1
1583331906,0,camera1
1583332206,0,camera1
1583332506,0,camera1
1583332806,0,camera1
1583333106,0,camera1
1583333405,0,camera1
1583333706,0,camera1
1583334005,0,camera1
1583334306,0,camera1
1583334606,0,camera1
1583334906,0,camera1
1583335206,0,camera1
1583335506,0,camera1
1583335806,0,camera1
1583336106,0,camera1
1583336406,0,camera1
1583336706,0,camera1
1583337006,0,camera1
1583337305,0,camera1
1583337606,0,camera1
1583337906,0,camera1
1583338206,0,camera1
1583338504,0,camera1
1583338806,0,camera1
1583339106,0,camera1
1583339405,0,camera1
1583339706,0,camera1
1583340006,0,camera1
1583340304,0,camera1
1583340606,0,camera1
1583340906,0,camera1
1583341206,0,camera1
1583341506,1,camera1
1583341806,1,camera1
1583342106,0,camera1
1583342406,0,camera1
1583342706,0,camera1
1583343005,0,camera1
1583343305,0,camera1
1583343606,0,camera1
1583344206,0,camera1
1583344506,0,camera1
1583391606,0,camera1
1583391906,0,camera1
1583392206,0,camera1
1583392506,0,camera1
1583392806,0,camera1
1583393106,0,camera1
1583393406,0,camera1
1583393706,0,camera1
1583394006,0,camera1
1583394306,0,camera1
1583394606,0,camera1
1583394906,0,camera1
1583395206,0,camera1
1583395505,0,camera1
1583395806,0,camera1
1583396106,0,camera1
1583396405,0,camera1
1583396706,0,camera1
1583397005,0,camera1
1583397306,0,camera1
1583397606,0,camera1
1583397906,0,camera1
1583398206,0,camera1
1583398506,0,camera1
1583398804,0,camera1
1583399106,0,camera1
1583399406,0,camera1
1583399706,0,camera1
1583400005,0,camera1
1583400305,0,camera1
1583400606,0,camera1
1583400906,0,camera1
1583401205,0,camera1
1583401506,0,camera1
1583401806,0,camera1
1583402105,1,camera1
1583402406,0,camera1
1583402705,0,camera1
1583403006,0,camera1
1583403305,0,camera1
1583403606,0,camera1
1583403906,0,camera1
1583404206,0,camera1
1583404506,0,camera1
1583404806,0,camera1
1583405106,0,camera1
1583405406,0,camera1
1583405706,0,camera1
1583406006,0,camera1
1583406306,0,camera1
1583406605,0,camera1
1583406906,0,camera1
1583407206,0,camera1
1583407505,0,camera1
1583407806,0,camera1
1583408106,0,camera1
1583408406,0,camera1
1583408705,0,camera1
1583409005,0,camera1
1583409306,0,camera1
1583409606,0,camera1
1583409906,0,camera1
1583410206,0,camera1
1583410506,0,camera1
1583410806,0,camera1
1583411106,0,camera1
1583411406,0,camera1
1583411706,0,camera1
1583412005,0,camera1
1583412306,0,camera1
1583412606,0,camera1
1583412906,0,camera1
1583413206,0,camera1
1583413506,0,camera1
1583413805,0,camera1
1583414105,0,camera1
1583414406,0,camera1
1583414706,0,camera1
1583415006,0,camera1
1583415306,0,camera1
1583415606,0,camera1
1583415906,0,camera1
1583416206,0,camera1
1583416506,0,camera1
1583416806,0,camera1
1583417105,0,camera1
1583417406,0,camera1
1583417706,0,camera1
1583418006,0,camera1
1583418306,0,camera1
1583418606,0,camera1
1583418905,0,camera1
1583419205,0,camera1
1583419506,0,camera1
1583419805,0,camera1
1583420106,0,camera1
1583420406,0,camera1
1583420705,0,camera1
1583421006,0,camera1
1583421306,0,camera1
1583421605,0,camera1
1583421906,0,camera1
1583422206,0,camera1
1583422506,0,camera1
1583422806,0,camera1
1583423106,0,camera1
1583423406,0,camera1
1583423705,0,camera1
1583424006,0,camera1
1583424305,0,camera1
1583424606,0,camera1
1583424906,1,camera1
1583425206,1,camera1
1583425506,2,camera1
1583425806,0,camera1
1583426106,0,camera1
1583426406,1,camera1
1583426706,1,camera1
1583427006,0,camera1
1583427306,0,camera1
1583427606,0,camera1
1583427906,0,camera1
